origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Bella Vista,Concepcion,0.9001149,5.1272448,0.7343744,6.7617341
Bella Vista,Curuzu Cuatia,0.9001149,5.9197740,0.2699126,7.0898015
Bella Vista,Empedrado,0.9001149,4.1922774,0.0721125,5.1645048
Bella Vista,Esquina,0.9001149,6.4639115,0.0757961,7.4398224
Bella Vista,Departamento General Alvear,0.9001149,9.1737277,0.3544327,10.4282753
Bella Vista,Departamento General Paz,0.9001149,6.7308728,0.7522638,8.3832516
Bella Vista,Goya,0.9001149,3.4220299,0.3478822,4.6700269
Bella Vista,Itati,0.9001149,7.5665592,0.3307135,8.7973875
Bella Vista,Ituzaingo,0.9001149,9.8323193,0.2307883,10.9632225
Bella Vista,Lavalle,0.9001149,3.0078306,0.5167162,4.4246617
Bella Vista,Mburucuya,0.9001149,4.4105620,0.8480575,6.1587344
Bella Vista,Mercedes,0.9001149,3.2497216,0.1623535,4.3121899
Bella Vista,Monte Caseros,0.9001149,7.3622301,0.8646637,9.1270087
Bella Vista,Paso de los Libres,0.9001149,7.4184399,0.2041507,8.5227055
Bella Vista,Saladas,0.9001149,2.4889586,0.5657737,3.9548472
Bella Vista,San Cosme,0.9001149,6.4884649,0.2874875,7.6760673
Bella Vista,San Luis del Palmar,0.9001149,6.4884649,0.4519434,7.8405232
Bella Vista,Departamento San Martin,0.9001149,8.7149876,0.4082850,10.0233875
Bella Vista,Departamento San Miguel,0.9001149,6.3174931,0.2193079,7.4369159
Bella Vista,San Roque,0.9001149,1.6934629,0.1743486,2.7679264
Bella Vista,Santo Tome,0.9001149,12.0542713,0.0919626,13.0463488
Bella Vista,Sauce,0.9001149,8.6519261,1.7587307,11.3107717
Departartamento Beron de Astrada,Capital,0.2830987,4.3900292,0.3432623,5.0163903
Departartamento Beron de Astrada,Bella Vista,0.2830987,10.0534625,0.9001149,11.2366762
Departartamento Beron de Astrada,Departartamento Beron de Astrada,0.2830987,0.0000000,0.9001149,11.2366762
Departartamento Beron de Astrada,Concepcion,0.2830987,5.1454677,0.7343744,6.1629409
Departartamento Beron de Astrada,Curuzu Cuatia,0.2830987,14.1129467,0.2699126,14.6659581
Departartamento Beron de Astrada,Empedrado,0.2830987,5.8611852,0.0721125,6.2163964
Departartamento Beron de Astrada,Esquina,0.2830987,14.6570843,0.0757961,15.0159791
Departartamento Beron de Astrada,Departamento General Alvear,0.2830987,11.0070901,0.3544327,11.6446216
Departartamento Beron de Astrada,Departamento General Paz,0.2830987,3.5418397,0.7522638,4.5772023
Departartamento Beron de Astrada,Goya,0.2830987,11.6152027,0.3478822,12.2461836
Departartamento Beron de Astrada,Itati,0.2830987,2.4869034,0.3307135,3.1007156
Departartamento Beron de Astrada,Ituzaingo,0.2830987,2.6239498,0.2307883,3.1378369
Departartamento Beron de Astrada,Lavalle,0.2830987,11.2010034,0.5167162,12.0008183
Departartamento Beron de Astrada,Mburucuya,0.2830987,5.8621505,0.8480575,6.9933067
Departartamento Beron de Astrada,Mercedes,0.2830987,11.4428944,0.1623535,11.8883466
Departartamento Beron de Astrada,Monte Caseros,0.2830987,15.5554029,0.8646637,16.7031654
Departartamento Beron de Astrada,Paso de los Libres,0.2830987,14.3023305,0.2041507,14.7895799
Departartamento Beron de Astrada,Saladas,0.2830987,7.5645039,0.5657737,8.4133764
Departartamento Beron de Astrada,San Cosme,0.2830987,3.5649977,0.2874875,4.1355839
Departartamento Beron de Astrada,San Luis del Palmar,0.2830987,3.5649977,0.4519434,4.3000398
