origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Goya,Itati,10757.2401710,282266.0082566,10226.3480242,303249.5964518
Goya,Ituzaingo,10757.2401710,352328.0252751,7136.4546080,370221.7200540
Goya,Lavalle,10757.2401710,12807.9040414,15977.9407926,39543.0850050
Goya,Mburucuya,10757.2401710,184676.0098347,26223.7016010,221656.9516067
Goya,Mercedes,10757.2401710,148780.4074803,5020.3067126,164557.9543639
Goya,Monte Caseros,10757.2401710,275947.7294255,26737.2007317,313442.1703281
Goya,Paso de los Libres,10757.2401710,277685.8534475,6312.7632535,294755.8568720
Goya,Saladas,10757.2401710,125256.0326993,17494.9011340,153508.1740043
Goya,San Cosme,10757.2401710,248929.0891335,8889.7113288,268576.0406332
Goya,San Luis del Palmar,10757.2401710,248929.0891335,13975.0313828,273661.3606872
Goya,Departamento San Martin,10757.2401710,317777.8041940,12625.0211993,341160.0655642
Goya,Departamento San Miguel,10757.2401710,243642.2856351,6781.4573733,261180.9831794
Goya,San Roque,10757.2401710,100657.6494174,5391.2224765,116806.1120649
Goya,Santo Tome,10757.2401710,421035.4056663,2843.6735059,434636.3193433
Goya,Sauce,10757.2401710,315827.8111555,54383.6140275,380968.6653540
Itati,Capital,10226.3480242,58848.6108770,10614.3855158,79689.3444170
Itati,Bella Vista,10226.3480242,233973.7541347,27833.4253463,272033.5275051
Itati,Departartamento Beron de Astrada,10226.3480242,76900.2265446,8754.0021951,95880.5767639
Itati,Concepcion,10226.3480242,221809.7002267,22708.3855719,254744.4338228
Itati,Curuzu Cuatia,10226.3480242,359501.4519948,8346.2604857,378074.0605047
Itati,Empedrado,10226.3480242,104339.8143298,2229.8684496,116796.0308036
Itati,Esquina,10226.3480242,376327.3166086,2343.7722209,388897.4368536
Itati,Departamento General Alvear,10226.3480242,417262.3566637,10959.7976890,438448.5023768
Itati,Departamento General Paz,10226.3480242,186421.2799995,23261.5634817,219909.1915054
Itati,Goya,10226.3480242,282266.0082566,10757.2401710,303249.5964518
Itati,Itati,10226.3480242,0.0000000,10757.2401710,303249.5964518
Itati,Ituzaingo,10226.3480242,158038.2150620,7136.4546080,175401.0176942
Itati,Lavalle,10226.3480242,269458.1042152,15977.9407926,295662.3930320
Itati,Mburucuya,10226.3480242,199648.3774482,26223.7016010,236098.4270733
Itati,Mercedes,10226.3480242,276937.8769455,5020.3067126,292184.5316823
Itati,Monte Caseros,10226.3480242,404105.1988907,26737.2007317,441068.7476466
Itati,Paso de los Libres,10226.3480242,405843.3229128,6312.7632535,422382.4341905
Itati,Saladas,10226.3480242,157009.9755572,17494.9011340,184731.2247154
Itati,San Cosme,10226.3480242,33336.9191231,8889.7113288,52452.9784761
Itati,San Luis del Palmar,10226.3480242,33336.9191231,13975.0313828,57538.2985301
Itati,Departamento San Martin,10226.3480242,431447.5554546,12625.0211993,454298.9246780
Itati,Departamento San Miguel,10226.3480242,199203.8416727,6781.4573733,216211.6470702
Itati,San Roque,10226.3480242,181608.3588391,5391.2224765,197225.9293398
Itati,Santo Tome,10226.3480242,328189.9539823,2843.6735059,341259.9755124
Itati,Sauce,10226.3480242,443985.2806207,54383.6140275,508595.2426725
Ituzaingo,Capital,7136.4546080,216886.8259391,10614.3855158,234637.6660629
Ituzaingo,Bella Vista,7136.4546080,304035.7711531,27833.4253463,339005.6511074
Ituzaingo,Departartamento Beron de Astrada,7136.4546080,81137.9885174,8754.0021951,97028.4453205
Ituzaingo,Concepcion,7136.4546080,145490.6926618,22708.3855719,175335.5328417
Ituzaingo,Curuzu Cuatia,7136.4546080,429563.4690133,8346.2604857,445046.1841070
Ituzaingo,Empedrado,7136.4546080,262378.0293918,2229.8684496,271744.3524495
Ituzaingo,Esquina,7136.4546080,446389.3336271,2343.7722209,455869.5604559
Ituzaingo,Departamento General Alvear,7136.4546080,259224.1416016,10959.7976890,277320.3938986
Ituzaingo,Departamento General Paz,7136.4546080,95903.1779667,23261.5634817,126301.1960564
Ituzaingo,Goya,7136.4546080,352328.0252751,10757.2401710,370221.7200540
Ituzaingo,Itati,7136.4546080,158038.2150620,10226.3480242,175401.0176942
Ituzaingo,Ituzaingo,7136.4546080,0.0000000,10226.3480242,175401.0176942
Ituzaingo,Lavalle,7136.4546080,339520.1212337,15977.9407926,362634.5166343
Ituzaingo,Mburucuya,7136.4546080,167652.0154404,26223.7016010,201012.1716493
Ituzaingo,Mercedes,7136.4546080,346999.8939640,5020.3067126,359156.6552846
Ituzaingo,Monte Caseros,7136.4546080,411806.2237543,26737.2007317,445679.8790940
Ituzaingo,Paso de los Libres,7136.4546080,361119.8313812,6312.7632535,374569.0492428
Ituzaingo,Saladas,7136.4546080,227071.9925757,17494.9011340,251703.3483177
Ituzaingo,San Cosme,7136.4546080,191375.1341852,8889.7113288,207401.3001219
Ituzaingo,San Luis del Palmar,7136.4546080,191375.1341852,13975.0313828,212486.6201759
Ituzaingo,Departamento San Martin,7136.4546080,273409.3403926,12625.0211993,293170.8161998
Ituzaingo,Departamento San Miguel,7136.4546080,108685.7396400,6781.4573733,122603.6516213
Ituzaingo,San Roque,7136.4546080,251670.3758576,5391.2224765,264198.0529421
Ituzaingo,Santo Tome,7136.4546080,170151.7389202,2843.6735059,180131.8670341
Ituzaingo,Sauce,7136.4546080,491386.0817210,54383.6140275,552906.1503566
Lavalle,Capital,15977.9407926,210609.4933382,10614.3855158,237201.8196467
Lavalle,Bella Vista,15977.9407926,93008.3806281,27833.4253463,136819.7467670
Lavalle,Departartamento Beron de Astrada,15977.9407926,346358.3307599,8754.0021951,371090.2737476
Lavalle,Concepcion,15977.9407926,194029.4285719,22708.3855719,232715.7549364
Lavalle,Curuzu Cuatia,15977.9407926,218536.0784882,8346.2604857,242860.2797665
Lavalle,Empedrado,15977.9407926,165118.2898854,2229.8684496,183326.0991277
Lavalle,Esquina,15977.9407926,106869.2123934,2343.7722209,125190.9254068
Lavalle,Departamento General Alvear,15977.9407926,319155.0989436,10959.7976890,346092.8374252
Lavalle,Departamento General Paz,15977.9407926,243616.9432670,23261.5634817,282856.4475413
Lavalle,Goya,15977.9407926,12807.9040414,10757.2401710,39543.0850050
Lavalle,Itati,15977.9407926,269458.1042152,10226.3480242,295662.3930320
Lavalle,Ituzaingo,15977.9407926,339520.1212337,7136.4546080,362634.5166343
Lavalle,Lavalle,15977.9407926,0.0000000,7136.4546080,362634.5166343
Lavalle,Mburucuya,15977.9407926,171868.1057933,26223.7016010,214069.7481870
Lavalle,Mercedes,15977.9407926,135972.5034389,5020.3067126,156970.7509441
Lavalle,Monte Caseros,15977.9407926,263139.8253841,26737.2007317,305854.9669084
Lavalle,Paso de los Libres,15977.9407926,264877.9494061,6312.7632535,287168.6534523
Lavalle,Saladas,15977.9407926,112448.1286580,17494.9011340,145920.9705846
Lavalle,San Cosme,15977.9407926,236121.1850921,8889.7113288,260988.8372135
Lavalle,San Luis del Palmar,15977.9407926,236121.1850921,13975.0313828,266074.1572675
Lavalle,Departamento San Martin,15977.9407926,304969.9001526,12625.0211993,333572.8621445
Lavalle,Departamento San Miguel,15977.9407926,230834.3815937,6781.4573733,253593.7797597
Lavalle,San Roque,15977.9407926,87849.7453761,5391.2224765,109218.9086452
Lavalle,Santo Tome,15977.9407926,408227.5016250,2843.6735059,427049.1159235
Lavalle,Sauce,15977.9407926,303019.9071141,54383.6140275,373381.4619343
Mburucuya,Capital,26223.7016010,140799.7665711,10614.3855158,177637.8536880
Mburucuya,Bella Vista,26223.7016010,136383.7557128,27833.4253463,190440.8826601
Mburucuya,Departartamento Beron de Astrada,26223.7016010,181269.8909285,8754.0021951,216247.5947246
Mburucuya,Concepcion,26223.7016010,22161.3227786,22708.3855719,71093.4099515
Mburucuya,Curuzu Cuatia,26223.7016010,261911.4535729,8346.2604857,296481.4156597
Mburucuya,Empedrado,26223.7016010,95308.5631184,2229.8684496,123762.1331690
Mburucuya,Esquina,26223.7016010,278737.3181867,2343.7722209,307304.7920086
Mburucuya,Departamento General Alvear,26223.7016010,362530.4740283,10959.7976890,399713.9733183
Mburucuya,Departamento General Paz,26223.7016010,71748.8374736,23261.5634817,121234.1025564
Mburucuya,Goya,26223.7016010,184676.0098347,10757.2401710,221656.9516067
Mburucuya,Itati,26223.7016010,199648.3774482,10226.3480242,236098.4270733
Mburucuya,Ituzaingo,26223.7016010,167652.0154404,7136.4546080,201012.1716493
Mburucuya,Lavalle,26223.7016010,171868.1057933,15977.9407926,214069.7481870
Mburucuya,Mburucuya,26223.7016010,0.0000000,15977.9407926,214069.7481870
Mburucuya,Mercedes,26223.7016010,179347.8785237,5020.3067126,210591.8868373
Mburucuya,Monte Caseros,26223.7016010,306515.2004689,26737.2007317,359476.1028015
Mburucuya,Paso de los Libres,26223.7016010,308253.3244909,6312.7632535,340789.7893454
Mburucuya,Saladas,26223.7016010,59419.9771354,17494.9011340,103138.5798704
Mburucuya,San Cosme,26223.7016010,166311.4583250,8889.7113288,201424.8712548
Mburucuya,San Luis del Palmar,26223.7016010,166311.4583250,13975.0313828,206510.1913088
Mburucuya,Departamento San Martin,26223.7016010,348345.2752374,12625.0211993,387193.9980376
Mburucuya,Departamento San Miguel,26223.7016010,58966.2758004,6781.4573733,91971.4347747
Mburucuya,San Roque,26223.7016010,84018.3604173,5391.2224765,115633.2844948
Mburucuya,Santo Tome,26223.7016010,337803.7543606,2843.6735059,366871.1294675
Mburucuya,Sauce,26223.7016010,346395.2821989,54383.6140275,427002.5978274
Mercedes,Capital,5020.3067126,218089.2660685,10614.3855158,233723.9582969
Mercedes,Bella Vista,5020.3067126,100488.1533584,27833.4253463,133341.8854172
Mercedes,Departartamento Beron de Astrada,5020.3067126,353838.1034902,8754.0021951,367612.4123978
Mercedes,Concepcion,5020.3067126,201509.2013022,22708.3855719,229237.8935867
Mercedes,Curuzu Cuatia,5020.3067126,82563.5750493,8346.2604857,95930.1422476
Mercedes,Empedrado,5020.3067126,172598.0626157,2229.8684496,179848.2377779
Mercedes,Esquina,5020.3067126,242841.7158323,2343.7722209,250205.7947657
Mercedes,Departamento General Alvear,5020.3067126,183182.5955046,10959.7976890,199162.6999062
Mercedes,Departamento General Paz,5020.3067126,251096.7159973,23261.5634817,279378.5861916
Mercedes,Goya,5020.3067126,148780.4074803,10757.2401710,164557.9543639
Mercedes,Itati,5020.3067126,276937.8769455,10226.3480242,292184.5316823
Mercedes,Ituzaingo,5020.3067126,346999.8939640,7136.4546080,359156.6552846
Mercedes,Lavalle,5020.3067126,135972.5034389,15977.9407926,156970.7509441
Mercedes,Mburucuya,5020.3067126,179347.8785237,26223.7016010,210591.8868373
Mercedes,Mercedes,5020.3067126,0.0000000,26223.7016010,210591.8868373
Mercedes,Monte Caseros,5020.3067126,127167.3219452,26737.2007317,158924.8293894
Mercedes,Paso de los Libres,5020.3067126,128905.4459672,6312.7632535,140238.5159333
Mercedes,Saladas,5020.3067126,119927.9013883,17494.9011340,142443.1092348
Mercedes,San Cosme,5020.3067126,243600.9578224,8889.7113288,257510.9758638
Mercedes,San Luis del Palmar,5020.3067126,243600.9578224,13975.0313828,262596.2959178
Mercedes,Departamento San Martin,5020.3067126,168997.3967137,12625.0211993,186642.7246255
Mercedes,Departamento San Miguel,5020.3067126,238314.1543241,6781.4573733,250115.9184100
Mercedes,San Roque,5020.3067126,95329.5181064,5391.2224765,105741.0472955
Mercedes,Santo Tome,5020.3067126,272254.9981860,2843.6735059,280118.9784046
Mercedes,Sauce,5020.3067126,167047.4036752,54383.6140275,226451.3244153
Monte Caseros,Capital,26737.2007317,345256.5880137,10614.3855158,382608.1742612
Monte Caseros,Bella Vista,26737.2007317,227655.4753036,27833.4253463,282226.1013815
Monte Caseros,Departartamento Beron de Astrada,26737.2007317,481005.4254354,8754.0021951,516496.6283621
Monte Caseros,Concepcion,26737.2007317,328676.5232474,22708.3855719,378122.1095510
Monte Caseros,Curuzu Cuatia,26737.2007317,44603.7468959,8346.2604857,79687.2081133
Monte Caseros,Empedrado,26737.2007317,299765.3845609,2229.8684496,328732.4537422
Monte Caseros,Esquina,26737.2007317,370009.0377775,2343.7722209,399090.0107300
Monte Caseros,Departamento General Alvear,26737.2007317,152582.0821527,10959.7976890,190279.0805734
Monte Caseros,Departamento General Paz,26737.2007317,378264.0379425,23261.5634817,428262.8021559
Monte Caseros,Goya,26737.2007317,275947.7294255,10757.2401710,313442.1703281
Monte Caseros,Itati,26737.2007317,404105.1988907,10226.3480242,441068.7476466
Monte Caseros,Ituzaingo,26737.2007317,411806.2237543,7136.4546080,445679.8790940
Monte Caseros,Lavalle,26737.2007317,263139.8253841,15977.9407926,305854.9669084
Monte Caseros,Mburucuya,26737.2007317,306515.2004689,26223.7016010,359476.1028015
Monte Caseros,Mercedes,26737.2007317,127167.3219452,5020.3067126,158924.8293894
Monte Caseros,Monte Caseros,26737.2007317,0.0000000,5020.3067126,158924.8293894
Monte Caseros,Paso de los Libres,26737.2007317,70696.1885112,6312.7632535,103746.1524964
Monte Caseros,Saladas,26737.2007317,247095.2233335,17494.9011340,291327.3251991
Monte Caseros,San Cosme,26737.2007317,370768.2797676,8889.7113288,406395.1918280
Monte Caseros,San Luis del Palmar,26737.2007317,370768.2797676,13975.0313828,411480.5118820
Monte Caseros,Departamento San Martin,26737.2007317,138396.8833618,12625.0211993,177759.1052927
Monte Caseros,Departamento San Miguel,26737.2007317,365481.4762693,6781.4573733,399000.1343742
Monte Caseros,San Roque,26737.2007317,222496.8400516,5391.2224765,254625.2632598
Monte Caseros,Santo Tome,26737.2007317,241654.4848341,2843.6735059,271235.3590717
Monte Caseros,Sauce,26737.2007317,79579.8579667,54383.6140275,160700.6727259
Paso de los Libres,Capital,6312.7632535,346994.7120357,10614.3855158,363921.8608051
Paso de los Libres,Bella Vista,6312.7632535,229393.5993256,27833.4253463,263539.7879254
Paso de los Libres,Departartamento Beron de Astrada,6312.7632535,442257.8198986,8754.0021951,457324.5853473
Paso de los Libres,Concepcion,6312.7632535,330414.6472694,22708.3855719,359435.7960949
Paso de los Libres,Curuzu Cuatia,6312.7632535,115299.9354071,8346.2604857,129958.9591464
Paso de los Libres,Empedrado,6312.7632535,301503.5085830,2229.8684496,310046.1402861
Paso de los Libres,Esquina,6312.7632535,371747.1617995,2343.7722209,380403.6972739
Paso de los Libres,Departamento General Alvear,6312.7632535,101895.6897796,10959.7976890,119168.2507222
Paso de los Libres,Departamento General Paz,6312.7632535,380002.1619645,23261.5634817,409576.4886998
Paso de los Libres,Goya,6312.7632535,277685.8534475,10757.2401710,294755.8568720
Paso de los Libres,Itati,6312.7632535,405843.3229128,10226.3480242,422382.4341905
Paso de los Libres,Ituzaingo,6312.7632535,361119.8313812,7136.4546080,374569.0492428
Paso de los Libres,Lavalle,6312.7632535,264877.9494061,15977.9407926,287168.6534523
Paso de los Libres,Mburucuya,6312.7632535,308253.3244909,26223.7016010,340789.7893454
Paso de los Libres,Mercedes,6312.7632535,128905.4459672,5020.3067126,140238.5159333
Paso de los Libres,Monte Caseros,6312.7632535,70696.1885112,26737.2007317,103746.1524964
Paso de los Libres,Paso de los Libres,6312.7632535,0.0000000,26737.2007317,103746.1524964
Paso de los Libres,Saladas,6312.7632535,248833.3473555,17494.9011340,272641.0117430
Paso de los Libres,San Cosme,6312.7632535,372506.4037896,8889.7113288,387708.8783720
Paso de los Libres,San Luis del Palmar,6312.7632535,372506.4037896,13975.0313828,392794.1984259
Paso de los Libres,Departamento San Martin,6312.7632535,87710.4909887,12625.0211993,106648.2754415
Paso de los Libres,Departamento San Miguel,6312.7632535,367219.6002913,6781.4573733,380313.8209181
Paso de los Libres,San Roque,6312.7632535,224234.9640736,5391.2224765,235938.9498037
Paso de los Libres,Santo Tome,6312.7632535,190968.0924610,2843.6735059,200124.5292205
Paso de los Libres,Sauce,6312.7632535,150276.0464779,54383.6140275,210972.4237590
Saladas,Capital,17494.9011340,98161.3646802,10614.3855158,126270.6513301
Saladas,Bella Vista,17494.9011340,76963.7785774,27833.4253463,122292.1050577
Saladas,Departartamento Beron de Astrada,17494.9011340,233910.2021019,8754.0021951,260159.1054309
Saladas,Concepcion,17494.9011340,81581.2999139,22708.3855719,121784.5866198
Saladas,Curuzu Cuatia,17494.9011340,202491.4764376,8346.2604857,228332.6380573
Saladas,Empedrado,17494.9011340,52670.1612274,2229.8684496,72394.9308110
Saladas,Esquina,17494.9011340,219317.3410513,2343.7722209,239156.0144062
Saladas,Departamento General Alvear,17494.9011340,303110.4968929,10959.7976890,331565.1957159
Saladas,Departamento General Paz,17494.9011340,131168.8146090,23261.5634817,171925.2792247
Saladas,Goya,17494.9011340,125256.0326993,10757.2401710,153508.1740043
Saladas,Itati,17494.9011340,157009.9755572,10226.3480242,184731.2247154
Saladas,Ituzaingo,17494.9011340,227071.9925757,7136.4546080,251703.3483177
Saladas,Lavalle,17494.9011340,112448.1286580,15977.9407926,145920.9705846
Saladas,Mburucuya,17494.9011340,59419.9771354,26223.7016010,103138.5798704
Saladas,Mercedes,17494.9011340,119927.9013883,5020.3067126,142443.1092348
Saladas,Monte Caseros,17494.9011340,247095.2233335,26737.2007317,291327.3251991
Saladas,Paso de los Libres,17494.9011340,248833.3473555,6312.7632535,272641.0117430
Saladas,Saladas,17494.9011340,0.0000000,6312.7632535,272641.0117430
Saladas,San Cosme,17494.9011340,123673.0564341,8889.7113288,150057.6688969
Saladas,San Luis del Palmar,17494.9011340,123673.0564341,13975.0313828,155142.9889509
Saladas,Departamento San Martin,17494.9011340,288925.2981020,12625.0211993,319045.2204352
Saladas,Departamento San Miguel,17494.9011340,118386.2529358,6781.4573733,142662.6114431
Saladas,San Roque,17494.9011340,24598.3832819,5391.2224765,47484.5068923
Saladas,Santo Tome,17494.9011340,392182.8995743,2843.6735059,412521.4742142
Saladas,Sauce,17494.9011340,286975.3050635,54383.6140275,358853.8202250
San Cosme,Capital,8889.7113288,25511.6917539,10614.3855158,45015.7885985
San Cosme,Bella Vista,8889.7113288,200636.8350116,27833.4253463,237359.9716866
San Cosme,Departartamento Beron de Astrada,8889.7113288,110237.1456678,8754.0021951,127880.8591916
San Cosme,Concepcion,8889.7113288,188472.7811036,22708.3855719,220070.8780043
San Cosme,Curuzu Cuatia,8889.7113288,326164.5328717,8346.2604857,343400.5046862
San Cosme,Empedrado,8889.7113288,71002.8952067,2229.8684496,82122.4749851
San Cosme,Esquina,8889.7113288,342990.3974855,2343.7722209,354223.8810351
San Cosme,Departamento General Alvear,8889.7113288,426783.5533271,10959.7976890,446633.0623448
San Cosme,Departamento General Paz,8889.7113288,219758.1991226,23261.5634817,251909.4739331
San Cosme,Goya,8889.7113288,248929.0891335,10757.2401710,268576.0406332
San Cosme,Itati,8889.7113288,33336.9191231,10226.3480242,52452.9784761
San Cosme,Ituzaingo,8889.7113288,191375.1341852,7136.4546080,207401.3001219
San Cosme,Lavalle,8889.7113288,236121.1850921,15977.9407926,260988.8372135
San Cosme,Mburucuya,8889.7113288,166311.4583250,26223.7016010,201424.8712548
San Cosme,Mercedes,8889.7113288,243600.9578224,5020.3067126,257510.9758638
San Cosme,Monte Caseros,8889.7113288,370768.2797676,26737.2007317,406395.1918280
San Cosme,Paso de los Libres,8889.7113288,372506.4037896,6312.7632535,387708.8783720
San Cosme,Saladas,8889.7113288,123673.0564341,17494.9011340,150057.6688969
San Cosme,San Cosme,8889.7113288,0.0000000,17494.9011340,150057.6688969
San Cosme,San Luis del Palmar,8889.7113288,0.0000000,17494.9011340,150057.6688969
San Cosme,Departamento San Martin,8889.7113288,412598.3545361,12625.0211993,434113.0870641
San Cosme,Departamento San Miguel,8889.7113288,225277.7341254,6781.4573733,240948.9028275
San Cosme,San Roque,8889.7113288,148271.4397160,5391.2224765,162552.3735213
San Cosme,Santo Tome,8889.7113288,361526.8731054,2843.6735059,373260.2579401
San Cosme,Sauce,8889.7113288,410648.3614976,54383.6140275,473921.6868540
San Luis del Palmar,Capital,13975.0313828,25511.6917539,10614.3855158,50101.1086525
San Luis del Palmar,Bella Vista,13975.0313828,200636.8350116,27833.4253463,242445.2917406
San Luis del Palmar,Departartamento Beron de Astrada,13975.0313828,110237.1456678,8754.0021951,132966.1792456
San Luis del Palmar,Concepcion,13975.0313828,188472.7811036,22708.3855719,225156.1980583
San Luis del Palmar,Curuzu Cuatia,13975.0313828,326164.5328717,8346.2604857,348485.8247402
San Luis del Palmar,Empedrado,13975.0313828,71002.8952067,2229.8684496,87207.7950391
San Luis del Palmar,Esquina,13975.0313828,342990.3974855,2343.7722209,359309.2010891
San Luis del Palmar,Departamento General Alvear,13975.0313828,426783.5533271,10959.7976890,451718.3823988
San Luis del Palmar,Departamento General Paz,13975.0313828,219758.1991226,23261.5634817,256994.7939871
San Luis del Palmar,Goya,13975.0313828,248929.0891335,10757.2401710,273661.3606872
San Luis del Palmar,Itati,13975.0313828,33336.9191231,10226.3480242,57538.2985301
San Luis del Palmar,Ituzaingo,13975.0313828,191375.1341852,7136.4546080,212486.6201759
San Luis del Palmar,Lavalle,13975.0313828,236121.1850921,15977.9407926,266074.1572675
San Luis del Palmar,Mburucuya,13975.0313828,166311.4583250,26223.7016010,206510.1913088
San Luis del Palmar,Mercedes,13975.0313828,243600.9578224,5020.3067126,262596.2959178
San Luis del Palmar,Monte Caseros,13975.0313828,370768.2797676,26737.2007317,411480.5118820
San Luis del Palmar,Paso de los Libres,13975.0313828,372506.4037896,6312.7632535,392794.1984259
San Luis del Palmar,Saladas,13975.0313828,123673.0564341,17494.9011340,155142.9889509
San Luis del Palmar,San Cosme,13975.0313828,123673.0564341,17494.9011340,155142.9889509
San Luis del Palmar,San Luis del Palmar,13975.0313828,0.0000000,17494.9011340,155142.9889509
San Luis del Palmar,Departamento San Martin,13975.0313828,412598.3545361,12625.0211993,439198.4071181
San Luis del Palmar,Departamento San Miguel,13975.0313828,225277.7341254,6781.4573733,246034.2228815
San Luis del Palmar,San Roque,13975.0313828,148271.4397160,5391.2224765,167637.6935753
San Luis del Palmar,Santo Tome,13975.0313828,361526.8731054,2843.6735059,378345.5779941
San Luis del Palmar,Sauce,13975.0313828,410648.3614976,54383.6140275,479007.0069079
Departamento San Martin,Capital,12625.0211993,387086.6627822,10614.3855158,410326.0694973
Departamento San Martin,Bella Vista,12625.0211993,269485.5500721,27833.4253463,309943.9966176
Departamento San Martin,Departartamento Beron de Astrada,12625.0211993,354547.3289100,8754.0021951,375926.3523043
Departamento San Martin,Concepcion,12625.0211993,370506.5980159,22708.3855719,405840.0047871
Departamento San Martin,Curuzu Cuatia,12625.0211993,183000.6302577,8346.2604857,203971.9119427
Departamento San Martin,Empedrado,12625.0211993,341595.4593294,2229.8684496,356450.3489783
Departamento San Martin,Esquina,12625.0211993,411839.1125460,2343.7722209,426807.9059661
Departamento San Martin,Departamento General Alvear,12625.0211993,14185.1987910,10959.7976890,37770.0176792
Departamento San Martin,Departamento General Paz,12625.0211993,369312.5183593,23261.5634817,405199.1030403
Departamento San Martin,Goya,12625.0211993,317777.8041940,10757.2401710,341160.0655642
Departamento San Martin,Itati,12625.0211993,431447.5554546,10226.3480242,454298.9246780
Departamento San Martin,Ituzaingo,12625.0211993,273409.3403926,7136.4546080,293170.8161998
Departamento San Martin,Lavalle,12625.0211993,304969.9001526,15977.9407926,333572.8621445
Departamento San Martin,Mburucuya,12625.0211993,348345.2752374,26223.7016010,387193.9980376
Departamento San Martin,Mercedes,12625.0211993,168997.3967137,5020.3067126,186642.7246255
Departamento San Martin,Monte Caseros,12625.0211993,138396.8833618,26737.2007317,177759.1052927
Departamento San Martin,Paso de los Libres,12625.0211993,87710.4909887,6312.7632535,106648.2754415
Departamento San Martin,Saladas,12625.0211993,288925.2981020,17494.9011340,319045.2204352
Departamento San Martin,San Cosme,12625.0211993,412598.3545361,8889.7113288,434113.0870641
Departamento San Martin,San Luis del Palmar,12625.0211993,412598.3545361,13975.0313828,439198.4071181
Departamento San Martin,Departamento San Martin,12625.0211993,0.0000000,13975.0313828,439198.4071181
Departamento San Martin,Departamento San Miguel,12625.0211993,382095.0800325,6781.4573733,401501.5586051
Departamento San Martin,San Roque,12625.0211993,264326.9148201,5391.2224765,282343.1584958
Departamento San Martin,Santo Tome,12625.0211993,103257.6014723,2843.6735059,118726.2961775
Departamento San Martin,Sauce,12625.0211993,217976.7413285,54383.6140275,284985.3765553
Departamento San Miguel,Capital,6781.4573733,199766.0423715,10614.3855158,217161.8852607
Departamento San Miguel,Bella Vista,6781.4573733,195350.0315132,27833.4253463,229964.9142328
Departamento San Miguel,Departartamento Beron de Astrada,6781.4573733,122303.6151281,8754.0021951,137839.0746965
Departamento San Miguel,Concepcion,6781.4573733,36804.9530218,22708.3855719,66294.7959671
Departamento San Miguel,Curuzu Cuatia,6781.4573733,320877.7293733,8346.2604857,336005.4472324
Departamento San Miguel,Empedrado,6781.4573733,154274.8389187,2229.8684496,163286.1647417
Departamento San Miguel,Esquina,6781.4573733,337703.5939871,2343.7722209,346828.8235813
Departamento San Miguel,Departamento General Alvear,6781.4573733,367909.8812416,10959.7976890,385651.1363039
Departamento San Miguel,Departamento General Paz,6781.4573733,12782.5616732,23261.5634817,42825.5825283
Departamento San Miguel,Goya,6781.4573733,243642.2856351,10757.2401710,261180.9831794
Departamento San Miguel,Itati,6781.4573733,199203.8416727,10226.3480242,216211.6470702
