date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-11-23,4,-1,0.0,8.7,2,79,04:31 PM,05:02 AM,07:59 AM,05:48 PM,-7,-4,1,-4,23,8,54,0.0,1022,4,10,306,16,21043
2015-11-24,10,-2,0.0,7.0,2,86,05:14 PM,06:12 AM,08:00 AM,05:47 PM,-4,1,4,1,18,40,57,0.0,1029,10,10,193,10,21043
2015-11-25,11,3,0.0,8.7,3,93,06:02 PM,07:22 AM,08:01 AM,05:47 PM,1,4,7,4,21,9,68,0.0,1039,11,10,113,12,21043
2015-11-26,14,5,0.0,8.7,3,100,06:53 PM,08:28 AM,08:02 AM,05:46 PM,6,8,9,8,14,24,81,0.0,1040,14,10,137,8,21043
2015-11-27,17,7,0.0,8.7,4,94,07:49 PM,09:30 AM,08:03 AM,05:46 PM,8,10,11,10,17,10,81,0.0,1031,17,10,207,10,21043
2015-11-28,17,10,0.0,8.7,3,87,08:47 PM,10:25 AM,08:04 AM,05:46 PM,11,13,13,13,14,57,83,2.4,1022,17,9,226,8,21043
2015-11-29,8,5,0.0,5.3,2,80,09:47 PM,11:14 AM,08:05 AM,05:45 PM,3,4,7,4,21,68,78,13.2,1024,8,9,28,14,21043
2015-11-30,6,2,0.0,3.5,1,73,10:46 PM,11:57 AM,08:06 AM,05:45 PM,1,0,4,0,21,72,80,3.9,1027,6,7,46,14,21043
2015-12-01,9,7,0.0,3.5,2,66,11:44 PM,12:34 PM,08:07 AM,05:45 PM,8,7,8,7,10,100,96,32.2,1019,9,6,138,7,21043
2015-12-02,14,8,0.0,3.5,3,60,No moonrise,01:08 PM,08:08 AM,05:45 PM,10,9,11,9,18,90,96,10.1,1010,14,7,225,11,21043
2015-12-03,4,3,0.0,8.7,2,53,12:40 AM,01:39 PM,08:09 AM,05:44 PM,2,1,5,1,35,5,83,0.0,1016,4,10,286,21,21043
2015-12-04,10,2,0.0,8.7,3,46,01:37 AM,02:08 PM,08:10 AM,05:44 PM,2,2,5,2,18,0,78,0.0,1032,10,10,258,11,21043
2015-12-05,12,3,0.0,8.7,3,39,02:31 AM,02:37 PM,08:11 AM,05:44 PM,3,5,7,5,9,0,78,0.0,1038,12,10,140,6,21043
2015-12-06,12,3,0.0,8.7,2,33,03:27 AM,03:08 PM,08:12 AM,05:44 PM,2,5,6,5,8,19,75,0.0,1032,12,10,203,5,21043
2015-12-07,13,2,0.0,8.7,3,26,04:22 AM,03:40 PM,08:13 AM,05:44 PM,1,5,6,5,12,18,71,0.0,1022,13,10,307,7,21043
2015-12-08,12,2,0.0,7.0,2,19,05:19 AM,04:14 PM,08:14 AM,05:44 PM,2,4,6,4,13,23,72,0.0,1021,12,10,153,8,21043
2015-12-09,11,4,0.0,5.2,2,12,06:15 AM,04:52 PM,08:15 AM,05:44 PM,5,5,7,5,16,49,84,0.0,1018,11,10,168,10,21043
2015-12-10,15,6,0.0,8.7,4,5,07:12 AM,05:35 PM,08:16 AM,05:44 PM,7,9,10,9,13,31,83,0.4,1015,15,9,215,7,21043
2015-12-11,17,9,0.0,7.0,3,1,08:08 AM,06:23 PM,08:16 AM,05:44 PM,10,11,12,11,15,42,85,0.0,1014,17,10,184,8,21043
2015-12-12,17,11,0.0,5.2,3,8,09:02 AM,07:17 PM,08:17 AM,05:45 PM,12,14,14,14,11,50,87,0.1,1020,17,10,194,6,21043
2015-12-13,20,14,0.0,7.0,4,15,09:52 AM,08:14 PM,08:18 AM,05:45 PM,14,16,16,16,16,24,85,0.1,1020,20,10,217,9,21043
2015-12-14,19,13,0.0,3.5,4,22,10:39 AM,09:16 PM,08:19 AM,05:45 PM,15,16,16,16,31,69,90,2.1,1009,19,9,183,19,21043
2015-12-15,14,8,0.0,8.7,3,28,11:22 AM,10:20 PM,08:19 AM,05:45 PM,8,10,12,10,31,20,76,2.8,1007,14,10,299,20,21043
2015-12-16,11,6,0.0,3.5,2,35,12:01 PM,11:26 PM,08:20 AM,05:46 PM,5,7,9,7,16,44,79,0.0,1018,11,10,197,10,21043
2015-12-17,11,6,0.0,3.5,3,42,12:38 PM,No moonset,08:21 AM,05:46 PM,9,8,9,8,15,87,95,26.7,1012,11,7,187,9,21043
2015-12-18,6,0,0.0,5.2,1,49,01:15 PM,12:32 AM,08:21 AM,05:46 PM,-1,0,3,0,18,60,77,0.4,1019,6,9,228,11,21043
2015-12-19,5,-0,0.0,5.2,1,55,01:51 PM,01:40 AM,08:22 AM,05:47 PM,-1,-1,2,-1,22,55,78,2.6,1019,5,9,223,13,21043
2015-12-20,4,1,0.0,5.2,1,62,02:28 PM,02:47 AM,08:22 AM,05:47 PM,-1,-1,3,-1,22,54,77,0.2,1021,4,10,185,13,21043
2015-12-21,11,2,0.0,7.0,2,69,03:08 PM,03:55 AM,08:23 AM,05:48 PM,4,3,7,3,33,47,80,0.0,1025,11,10,202,19,21043
2015-12-22,15,10,0.0,5.2,3,76,03:52 PM,05:03 AM,08:23 AM,05:48 PM,11,10,12,10,20,85,96,1.8,1016,15,8,208,12,21043
2015-12-23,17,11,0.0,3.5,3,83,04:40 PM,06:09 AM,08:24 AM,05:49 PM,14,14,14,14,24,96,98,26.4,1016,17,5,141,14,21043
2015-12-24,22,16,0.0,5.2,4,89,05:34 PM,07:13 AM,08:24 AM,05:49 PM,17,19,19,19,29,71,90,5.8,1015,22,9,208,16,21043
2015-12-25,20,15,0.0,5.2,4,96,06:30 PM,08:11 AM,08:25 AM,05:50 PM,16,17,17,17,9,83,95,15.7,1021,20,7,173,5,21043
2015-12-26,12,10,0.0,3.5,3,97,07:30 PM,09:04 AM,08:25 AM,05:50 PM,10,10,12,10,21,94,86,5.9,1028,12,6,61,14,21043
2015-12-27,20,10,0.0,8.7,4,90,08:29 PM,09:50 AM,08:25 AM,05:51 PM,13,14,15,14,26,68,90,5.0,1017,20,10,238,17,21043
2015-12-28,6,1,0.0,5.2,1,84,09:29 PM,10:30 AM,08:26 AM,05:52 PM,-0,1,4,1,27,57,73,3.6,1019,6,9,237,17,21043
2015-12-29,13,2,0.0,7.0,2,77,10:27 PM,11:06 AM,08:26 AM,05:52 PM,5,6,8,6,14,64,83,0.4,1017,13,10,179,9,21043
2015-12-30,11,8,0.0,3.5,2,70,11:25 PM,11:39 AM,08:26 AM,05:53 PM,8,8,9,8,12,84,91,4.6,1022,11,7,133,8,21043
2015-12-31,10,5,0.0,8.7,2,63,No moonrise,12:09 PM,08:26 AM,05:54 PM,5,5,8,5,19,37,81,4.5,1020,10,10,242,13,21043
